engine,run,performance_score1,performance_score1_name,performance_score1_CI,behaviour_score1,behaviour_score1_name,behaviour_score1_CI,behaviour_score2,behaviour_score2_name,behaviour_score2_CI,behaviour_score3,behaviour_score3_name,behaviour_score3_CI,behaviour_score4,behaviour_score4_name,behaviour_score4_CI
str_random 7_0.25+Llama-3.1-8B-Instruct,0,0.8666352043520602,1 - Difference to bayes optimal posterior prediction,0.0237971032700924,0.9464953524799886,prior weighting,0.2068142921191699,0.4418051787636681,likelihood weighting,0.2072072106418675,2.142336482176664,prior / likelihood,1.108453301990281,0.5046901737163205,prior - likelihood,0.2927575439962848
str_random 8_0.25+Llama-3.1-8B-Instruct,0,0.8327736634075307,1 - Difference to bayes optimal posterior prediction,0.0281112441427549,1.0134577013377497,prior weighting,0.220438177234797,0.3634613126065613,likelihood weighting,0.2208569792530605,2.788350963874921,prior / likelihood,1.799617757474532,0.6499963887311881,prior - likelihood,0.3120429381790055
str_random 9_0.25+Llama-3.1-8B-Instruct,0,0.8617979257124684,1 - Difference to bayes optimal posterior prediction,0.0236629228166695,0.9138730406115704,prior weighting,0.1334114865323711,0.1792863385078177,likelihood weighting,0.1336649498866783,5.097282080819119,prior / likelihood,3.872391043490968,0.7345867021037525,prior - likelihood,0.1888516443322252
str_none+Qwen3-0.6B,0,0.7469667998472951,1 - Difference to bayes optimal posterior prediction,0.0345185621047656,0.190509314911827,prior weighting,0.3004098509601171,0.3948200523310604,likelihood weighting,0.3009805880868097,0.4825218825311412,prior / likelihood,0.8451270817926884,-0.2043107374192334,prior - likelihood,0.4252474490916572
str_depressed mood_0.25+Qwen3-0.6B,0,0.5776635788923136,1 - Difference to bayes optimal posterior prediction,0.043312783007926,-0.5109865051107733,prior weighting,1.0301769343795484,-0.375279232145396,likelihood weighting,1.0321341279324017,1.361616794485445,prior / likelihood,4.643229408377307,-0.1357072729653772,prior - likelihood,1.4582747937787388
str_low self-esteem_0.25+Qwen3-0.6B,0,0.5829868117198654,1 - Difference to bayes optimal posterior prediction,0.0419600089933594,0.0144798005327532,prior weighting,0.408423577069008,-0.1370911645765052,likelihood weighting,0.4091995253213868,-0.1056216903363789,prior / likelihood,2.9958462394961662,0.1515709651092583,prior - likelihood,0.5781471005108408
str_negativity bias_0.25+Qwen3-0.6B,0,0.6723396308445182,1 - Difference to bayes optimal posterior prediction,0.0366161305457498,-0.1770404213154291,prior weighting,0.365604490031452,0.239957897155682,likelihood weighting,0.3662990879465322,-0.7377978529315382,prior / likelihood,1.8946964459805309,-0.4169983184711112,prior - likelihood,0.5175342162230623
str_guilt_0.25+Qwen3-0.6B,0,0.7062232714696959,1 - Difference to bayes optimal posterior prediction,0.0336387374322417,0.1447799010121808,prior weighting,0.2632529706573596,0.0043994993324562,likelihood weighting,0.2637531148556477,32.90826752583012,prior / likelihood,1973.781265958803,0.1403804016797246,prior - likelihood,0.3726497446074277
str_risk-aversion_0.25+Qwen3-0.6B,0,0.6640587386871614,1 - Difference to bayes optimal posterior prediction,0.0317382568923688,-0.0473107362805004,prior weighting,0.2263608085520679,-0.0201789228839467,likelihood weighting,0.2267908627498777,2.3445620240780216,prior / likelihood,28.63890217427759,-0.0271318133965537,prior - likelihood,0.3204267639807571
str_self-destruction_0.25+Qwen3-0.6B,0,0.6579504862750074,1 - Difference to bayes optimal posterior prediction,0.0403723155880738,0.2387277625549952,prior weighting,0.3982235350841846,0.3101743661806077,likelihood weighting,0.3989801046689333,0.7696566466617337,prior / likelihood,1.6212508401266883,-0.0714466036256125,prior - likelihood,0.5637083535096653
str_manic mood_0.25+Qwen3-0.6B,0,0.6625010201634114,1 - Difference to bayes optimal posterior prediction,0.0403000764647251,0.4023718281891263,prior weighting,0.4797815381476328,0.1765347643189218,likelihood weighting,0.4806930566469342,2.279278133921627,prior / likelihood,6.775310901579205,0.2258370638702045,prior - likelihood,0.6791584049806653
str_grandiosity_0.25+Qwen3-0.6B,0,0.6639190527584646,1 - Difference to bayes optimal posterior prediction,0.0405676983587716,0.1354522659763546,prior weighting,0.4470332179863333,0.4078869693758744,likelihood weighting,0.4478825192111574,0.3320828468328274,prior / likelihood,1.155042717803136,-0.2724347033995197,prior - likelihood,0.6328012713310155
str_positivity bias_0.25+Qwen3-0.6B,0,0.7018712531661058,1 - Difference to bayes optimal posterior prediction,0.0371307290749918,0.1818320732623652,prior weighting,0.4202335836377462,0.367128865385906,likelihood weighting,0.4210319692675736,0.4952813314508332,prior / likelihood,1.277828205295221,-0.1852967921235407,prior - likelihood,0.5948648451222797
str_lack of remorse_0.25+Qwen3-0.6B,0,0.7527290637230661,1 - Difference to bayes optimal posterior prediction,0.0320422294300895,-0.3477905622274848,prior weighting,0.4198031088470315,0.6227769082769401,likelihood weighting,0.4206006766343534,-0.5584512810369443,prior / likelihood,0.7724216498113837,-0.9705674705044248,prior - likelihood,0.5942554832585969
str_risk-seeking_0.25+Qwen3-0.6B,0,0.6937691111421627,1 - Difference to bayes optimal posterior prediction,0.0380786483458977,0.0277364902289418,prior weighting,0.3748678392299955,0.3455460364006845,likelihood weighting,0.375580036226092,0.0802685816276573,prior / likelihood,1.0883589570264849,-0.3178095461717427,prior - likelihood,0.5306470206272323
str_hostility_0.25+Qwen3-0.6B,0,0.6575021239860427,1 - Difference to bayes optimal posterior prediction,0.039245884190623,0.3557528242909999,prior weighting,0.4465836863911141,0.3416789063897353,likelihood weighting,0.4474321335681425,1.041190479242553,prior / likelihood,1.888734036531568,0.0140739179012646,prior - likelihood,0.6321649334627927
str_random 0_0.25+Qwen3-0.6B,0,0.6582134060519378,1 - Difference to bayes optimal posterior prediction,0.0395719422814012,0.2860509870584489,prior weighting,0.4480538882149756,-0.1411119690840485,likelihood weighting,0.4489051285719279,-2.0271206540110875,prior / likelihood,7.187979750934667,0.4271629561424974,prior - likelihood,0.634246088835191
str_random 1_0.25+Qwen3-0.6B,0,0.7006193489297176,1 - Difference to bayes optimal posterior prediction,0.0314865365601381,-0.0287564502028137,prior weighting,0.2595188254823621,0.0279776617453034,likelihood weighting,0.26001187532179,-1.0278360809634493,prior / likelihood,13.31496642841571,-0.0567341119481172,prior - likelihood,0.3673638470074305
str_random 2_0.25+Qwen3-0.6B,0,0.6302407957947314,1 - Difference to bayes optimal posterior prediction,0.037322326610129,-0.2545903774670919,prior weighting,0.4693456780052572,-0.0453453991106278,likelihood weighting,0.4702373698150769,5.614469879203736,prior / likelihood,59.135605807224735,-0.2092449783564641,prior - likelihood,0.6643858437932103
str_random 3_0.25+Qwen3-0.6B,0,0.7769231745956947,1 - Difference to bayes optimal posterior prediction,0.0307900445908806,0.3153601981140423,prior weighting,0.3199519699915824,0.5957364240919526,likelihood weighting,0.3205598344389333,0.5293619549866001,prior / likelihood,0.6079310558984722,-0.2803762259779103,prior - likelihood,0.45291044430109
str_random 4_0.25+Qwen3-0.6B,0,0.7152736563763057,1 - Difference to bayes optimal posterior prediction,0.0394352517777866,-0.1472579757416365,prior weighting,0.4982191697533925,0.4466669262055945,likelihood weighting,0.4991657172001537,-0.3296818436784274,prior / likelihood,1.1746883891196114,-0.593924901947231,prior - likelihood,0.7052579346152043
str_random 5_0.25+Qwen3-0.6B,0,0.7434963200787394,1 - Difference to bayes optimal posterior prediction,0.0278586037745578,0.1068555943360416,prior weighting,0.2199756619332033,0.3858339569023099,likelihood weighting,0.2203935852364266,0.2769470971242083,prior / likelihood,0.5916710306071459,-0.2789783625662683,prior - likelihood,0.3113882211264854
str_random 6_0.25+Qwen3-0.6B,0,0.6597614935197145,1 - Difference to bayes optimal posterior prediction,0.0414515948191278,0.1529927646290362,prior weighting,0.3555652284641222,0.3313941863864349,likelihood weighting,0.3562407531721064,0.4616639968772208,prior / likelihood,1.1821532269621715,-0.1784014217573987,prior - likelihood,0.5033230631645773
str_random 7_0.25+Qwen3-0.6B,0,0.7410898968172726,1 - Difference to bayes optimal posterior prediction,0.0322488408944284,0.0509030886961738,prior weighting,0.2074712345986257,-0.0520880949364877,likelihood weighting,0.2078654012210841,-0.9772499600578824,prior / likelihood,5.574395858358863,0.1029911836326615,prior - likelihood,0.2936874839190126
str_random 8_0.25+Qwen3-0.6B,0,0.5932063901974736,1 - Difference to bayes optimal posterior prediction,0.0432317119469341,-0.2536129448255622,prior weighting,0.4356292861961426,-0.1552193434956998,likelihood weighting,0.4364569215293785,1.6339003832508037,prior / likelihood,5.383719036183576,-0.0983936013298623,prior - likelihood,0.6166583489604782
str_random 9_0.25+Qwen3-0.6B,0,0.7505555197672296,1 - Difference to bayes optimal posterior prediction,0.0279930835834489,0.1535574243886335,prior weighting,0.2760897213575416,0.213817342197861,likelihood weighting,0.2766142536049807,0.7181710464183745,prior / likelihood,1.5907603451008714,-0.0602599178092275,prior - likelihood,0.3908209046823436
str_none+Qwen3-32B,0,0.8906841376489886,1 - Difference to bayes optimal posterior prediction,0.0281700626539831,0.9986705217574816,prior weighting,0.1378772001285047,0.1347928933143304,likelihood weighting,0.1381391477203905,7.408925628064312,prior / likelihood,7.661443025907403,0.8638776284431513,prior - likelihood,0.1951731191742131
str_depressed mood_0.25+Qwen3-32B,0,0.8835255596508303,1 - Difference to bayes optimal posterior prediction,0.0290339825600525,1.0117933142623496,prior weighting,0.1393786510729069,0.0950839480845098,likelihood weighting,0.1396434512137192,10.641052823796043,prior / likelihood,15.696400268138133,0.9167093661778398,prior - likelihood,0.1972985094768369
str_low self-esteem_0.25+Qwen3-32B,0,0.8891487764889485,1 - Difference to bayes optimal posterior prediction,0.0279203978654993,0.98249331995539,prior weighting,0.1362359991741359,0.170610292958919,likelihood weighting,0.1364948287114238,5.758698979503911,prior / likelihood,4.67587002858273,0.811883026996471,prior - likelihood,0.1928499046822064
str_negativity bias_0.25+Qwen3-32B,0,0.8893186739963351,1 - Difference to bayes optimal posterior prediction,0.0284271072834447,1.008719075340483,prior weighting,0.1387480978515554,0.0951792942760714,likelihood weighting,0.1390117000285438,10.598093661155469,prior / likelihood,15.547268879018588,0.9135397810644116,prior - likelihood,0.1964059250691044
str_guilt_0.25+Qwen3-32B,0,0.8877622447641428,1 - Difference to bayes optimal posterior prediction,0.0282314170198577,0.9916441817053948,prior weighting,0.138963572165164,0.0971352527947875,likelihood weighting,0.139227583713517,10.208901023816646,prior / likelihood,14.702566982469486,0.8945089289106074,prior - likelihood,0.196710941372378
str_risk-aversion_0.25+Qwen3-32B,0,0.8909523525287186,1 - Difference to bayes optimal posterior prediction,0.0276166481441774,0.9961413476672244,prior weighting,0.1392041962592987,0.1305503499882048,likelihood weighting,0.1394686649601174,7.630323072724243,prior / likelihood,8.221018441711584,0.8655909976790195,prior - likelihood,0.197051558638735
str_self-destruction_0.25+Qwen3-32B,0,0.8853647474508359,1 - Difference to bayes optimal posterior prediction,0.0284215322855151,1.0011565922273409,prior weighting,0.1355168019067386,0.1309589799484282,likelihood weighting,0.1357742650687875,7.644810555347917,prior / likelihood,7.993172111878859,0.8701976122789123,prior - likelihood,0.1918318395209711
str_manic mood_0.25+Qwen3-32B,0,0.9056994891909788,1 - Difference to bayes optimal posterior prediction,0.0247101873640051,1.0112244761853328,prior weighting,0.1361193381997547,0.2075727700766077,likelihood weighting,0.1363779460973424,4.871662481606455,prior / likelihood,3.267230182085308,0.8036517061087252,prior - likelihood,0.1926847643527346
str_grandiosity_0.25+Qwen3-32B,0,0.8872298670518608,1 - Difference to bayes optimal posterior prediction,0.028308459472192,0.9706200817972958,prior weighting,0.1394967489365481,0.1376659351908229,likelihood weighting,0.1397617734469513,7.05054653100558,prior / likelihood,7.229252223882322,0.8329541466064728,prior - likelihood,0.1974656838058281
str_positivity bias_0.25+Qwen3-32B,0,0.8857870183074248,1 - Difference to bayes optimal posterior prediction,0.0281140822134122,0.9692294540768368,prior weighting,0.1352821064563661,0.0943421865603933,likelihood weighting,0.1355391237295515,10.273553003315046,prior / likelihood,14.8292561575181,0.8748872675164436,prior - likelihood,0.1914996145913778
str_lack of remorse_0.25+Qwen3-32B,0,0.8899962873173343,1 - Difference to bayes optimal posterior prediction,0.0282932220267788,1.0031122121900722,prior weighting,0.1385318967358226,0.0964999637921728,likelihood weighting,0.138795088160623,10.394949104337748,prior / likelihood,15.019730053772957,0.9066122483978992,prior - likelihood,0.1960998799355567
str_risk-seeking_0.25+Qwen3-32B,0,0.9174092943396588,1 - Difference to bayes optimal posterior prediction,0.0224495955035836,0.9985856058811542,prior weighting,0.1361461718374378,0.3012471493166667,likelihood weighting,0.1364048307152221,3.3148383582924974,prior / likelihood,1.5675243947598094,0.6973384565644876,prior - likelihood,0.192722748912622
str_hostility_0.25+Qwen3-32B,0,0.8880054058583677,1 - Difference to bayes optimal posterior prediction,0.0283547940732618,0.9998039248196976,prior weighting,0.1388662612643633,0.0953347908976184,likelihood weighting,0.139130087935477,10.48729341519617,prior / likelihood,15.374149157845094,0.9044691339220792,prior - likelihood,0.1965731921867171
str_random 0_0.25+Qwen3-32B,0,0.889145223487547,1 - Difference to bayes optimal posterior prediction,0.028421744602435,1.0032377333121192,prior weighting,0.1387506864432043,0.0942254794715678,likelihood weighting,0.1390142935381585,10.647202210468372,prior / likelihood,15.777075894701,0.9090122538405514,prior - likelihood,0.1964095893696988
str_random 1_0.25+Qwen3-32B,0,0.8877211746860256,1 - Difference to bayes optimal posterior prediction,0.028432843608769,0.999837163810406,prior weighting,0.137110462311529,0.1136529527699608,likelihood weighting,0.1373709532077132,8.7972827756981,prior / likelihood,10.701387134401292,0.8861842110404452,prior - likelihood,0.1940877576264845
str_random 2_0.25+Qwen3-32B,0,0.8824700106087308,1 - Difference to bayes optimal posterior prediction,0.0294624664751195,1.002238431123566,prior weighting,0.1381581942979225,0.1123331662285508,likelihood weighting,0.138420675739828,8.922017110106475,prior / likelihood,11.062587405321818,0.889905264895015,prior - likelihood,0.1955708826076446
str_random 3_0.25+Qwen3-32B,0,0.8943764145496174,1 - Difference to bayes optimal posterior prediction,0.0269719181333888,1.0013773183646866,prior weighting,0.1347392681219264,0.1963187496747179,likelihood weighting,0.1349952540774295,5.1007726975842935,prior / likelihood,3.573978355531858,0.8050585686899687,prior - likelihood,0.19073119565887
str_random 4_0.25+Qwen3-32B,0,0.8876750922784222,1 - Difference to bayes optimal posterior prediction,0.0282709920734543,1.0156713300169078,prior weighting,0.1363449258800277,0.1484501498184023,likelihood weighting,0.1366039623629765,6.841834321214015,prior / likelihood,6.362502767388309,0.8672211801985055,prior - likelihood,0.1930040967091003
str_random 5_0.25+Qwen3-32B,0,0.88861330859393,1 - Difference to bayes optimal posterior prediction,0.0283304632291035,0.9926677213666164,prior weighting,0.1392292939503568,0.0865376605723332,likelihood weighting,0.1394938103333139,11.470933172926328,prior / likelihood,18.56035883970267,0.906130060794283,prior - likelihood,0.197087085866176
str_random 6_0.25+Qwen3-32B,0,0.889145223487547,1 - Difference to bayes optimal posterior prediction,0.028421744602435,1.0032377333121192,prior weighting,0.1387506864432043,0.0942254794715678,likelihood weighting,0.1390142935381585,10.647202210468372,prior / likelihood,15.777075894701,0.9090122538405514,prior - likelihood,0.1964095893696988
str_random 7_0.25+Qwen3-32B,0,0.8890388405088236,1 - Difference to bayes optimal posterior prediction,0.0284141047620271,1.0002333963213583,prior weighting,0.1396501037318396,0.0885931204125343,likelihood weighting,0.1399154195951227,11.290192643218411,prior / likelihood,17.90018082630572,0.9116402759088242,prior - likelihood,0.1976827663525397
str_random 8_0.25+Qwen3-32B,0,0.889145223487547,1 - Difference to bayes optimal posterior prediction,0.0280274062815122,0.9973484778038402,prior weighting,0.1379754885737667,0.0957325989086911,likelihood weighting,0.138237622900091,10.418065415262587,prior / likelihood,15.112541548485558,0.901615878895149,prior - likelihood,0.1953122521303704
str_random 9_0.25+Qwen3-32B,0,0.8892516064662704,1 - Difference to bayes optimal posterior prediction,0.028425411391801412,1.0008782847412834,prior weighting,0.13870806012530112,0.09478749654619617,likelihood weighting,0.1389715862361527,10.55918049543053,prior / likelihood,15.550227712421881,0.9060907881950873,prior - likelihood,0.19634924936122514
